utc_timestamp,cet_cest_timestamp,AT_price_day_ahead,DE_LU_price_day_ahead,DK_1_price_day_ahead,DK_2_price_day_ahead,GB_GBN_price_day_ahead,IE_sem_price_day_ahead,IT_BRNN_price_day_ahead,IT_CNOR_price_day_ahead,IT_CSUD_price_day_ahead,IT_FOGN_price_day_ahead,IT_GR_price_day_ahead,IT_NORD_price_day_ahead,IT_NORD_AT_price_day_ahead,IT_NORD_CH_price_day_ahead,IT_NORD_FR_price_day_ahead,IT_NORD_SI_price_day_ahead,IT_PRGP_price_day_ahead,IT_ROSN_price_day_ahead,IT_SACO_AC_price_day_ahead,IT_SACO_DC_price_day_ahead,IT_SARD_price_day_ahead,IT_SICI_price_day_ahead,IT_SUD_price_day_ahead,NO_1_price_day_ahead,NO_2_price_day_ahead,NO_3_price_day_ahead,NO_4_price_day_ahead,NO_5_price_day_ahead,SE_1_price_day_ahead,SE_2_price_day_ahead,SE_3_price_day_ahead,SE_4_price_day_ahead
2016-12-31T23:00:00Z,2017-01-01T00:00:00+0100,25,,20.96,20.96,51.52,,53,53,53,53,53,53,53,53,53,53,57.16,53,53,53,53,57.16,53,28.4,28.4,24.03,24.03,28.4,24.03,24.03,24.03,24.03
2017-01-01T00:00:00Z,2017-01-01T01:00:00+0100,26,,20.9,20.9,51.95,,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,28.17,28.17,24.03,24.03,28.17,24.03,24.03,24.03,24.03
2017-01-01T01:00:00Z,2017-01-01T02:00:00+0100,24,,18.13,18.13,65,,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,28.03,28.03,24.02,24.02,28.03,24.02,24.02,24.02,24.02
2017-01-01T02:00:00Z,2017-01-01T03:00:00+0100,20,,16.03,16.03,51.97,,47.27,47.27,47.27,47.27,47.27,47.27,47.27,47.27,47.27,47.27,47.27,47.27,47.27,47.27,47.27,47.27,47.27,28,28,23.19,23.19,28,23.19,23.19,23.19,23.19
2017-01-01T03:00:00Z,2017-01-01T04:00:00+0100,20,,16.43,16.43,41.92,,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49,28.02,28.02,24.1,24.1,28.02,24.1,24.1,24.1,24.1
2017-01-01T04:00:00Z,2017-01-01T05:00:00+0100,19,,13.75,13.75,38.97,,45.69,45.69,45.69,45.69,45.69,45.69,45.69,45.69,45.69,45.69,45.69,45.69,45.69,45.69,45.69,45.69,45.69,28.14,28.14,25.01,25.01,28.14,25.01,25.01,25.01,25.01
2017-01-01T05:00:00Z,2017-01-01T06:00:00+0100,15,,11.1,11.1,37.69,,48.07,48.07,48.07,48.07,48.07,48.07,48.07,48.07,48.07,48.07,48.07,48.07,48.07,48.07,48.07,48.07,48.07,28.31,28.31,25.62,25.62,28.31,25.62,25.62,25.62,25.62
2017-01-01T06:00:00Z,2017-01-01T07:00:00+0100,14,,15.47,15.47,37.38,,45.67,45.67,45.67,45.67,45.67,45.67,45.67,45.67,45.67,45.67,45.67,45.67,45.67,45.67,45.67,45.67,45.67,28.09,28.09,25.87,25.87,28.09,25.87,25.87,25.87,25.87
2017-01-01T07:00:00Z,2017-01-01T08:00:00+0100,18,,16.88,16.88,28.88,,45.48,45.48,45.48,45.48,45.48,45.48,45.48,45.48,45.48,45.48,45.48,45.48,45.48,45.48,45.48,45.48,45.48,27.73,27.73,26.18,26.18,27.73,26.18,26.18,26.18,26.18
2017-01-01T08:00:00Z,2017-01-01T09:00:00+0100,20,,21.81,21.81,35.15,,42.06,42.06,42.06,42.06,42.06,42.06,42.06,42.06,42.06,42.06,42.06,42.06,42.06,42.06,42.06,42.06,42.06,28.28,28.28,25.74,25.74,28.28,25.74,25.74,25.74,25.74
2017-01-01T09:00:00Z,2017-01-01T10:00:00+0100,21,,26.24,26.24,39.19,,46.86,46.86,46.86,46.86,46.86,46.86,46.86,46.86,46.86,46.86,46.86,46.86,46.86,46.86,46.86,46.86,46.86,28.36,28.36,26.89,26.89,28.36,26.89,26.89,26.89,26.89
2017-01-01T10:00:00Z,2017-01-01T11:00:00+0100,23,,27.48,27.48,44.88,,48.02,48.02,48.02,48.02,48.02,48.02,48.02,48.02,48.02,48.02,48.02,48.02,48.02,48.02,48.02,48.02,48.02,28.52,28.52,27.48,27.48,28.52,27.48,27.48,27.48,27.48
2017-01-01T11:00:00Z,2017-01-01T12:00:00+0100,22,,28.04,28.04,48.66,,49.57,49.57,49.57,49.57,49.57,49.57,49.57,49.57,49.57,49.57,49.57,49.57,49.57,49.57,49.57,49.57,49.57,28.51,28.51,28.04,28.04,28.51,28.04,28.04,28.04,28.04
2017-01-01T12:00:00Z,2017-01-01T13:00:00+0100,20,,28.7,28.7,55.01,,48.69,48.69,48.69,48.69,48.69,48.69,48.69,48.69,48.69,48.69,48.69,48.69,48.69,48.69,48.69,48.69,48.69,28.74,28.74,28.7,28.7,28.74,28.7,28.7,28.7,28.7
2017-01-01T13:00:00Z,2017-01-01T14:00:00+0100,20,,29.66,29.66,60.75,,46.91,46.91,46.91,46.91,46.91,46.91,46.91,46.91,46.91,46.91,46.91,46.91,46.91,46.91,46.91,46.91,46.91,29.66,29.66,29.66,29.66,29.66,29.66,29.66,29.66,29.66
2017-01-01T14:00:00Z,2017-01-01T15:00:00+0100,23,,30.38,30.38,58,,49.43,49.43,49.43,49.43,49.43,49.43,49.43,49.43,49.43,49.43,49.43,49.43,49.43,49.43,49.43,49.43,49.43,30.38,30.38,30.38,30.38,30.38,30.38,30.38,30.38,30.38
2017-01-01T15:00:00Z,2017-01-01T16:00:00+0100,31,,30.8,30.8,50,,50.45,50.45,50.45,50.45,50.45,50.45,50.45,50.45,50.45,50.45,57.26,50.45,50.45,50.45,50.45,57.26,50.45,30.8,30.76,30.76,30.76,30.76,30.8,30.8,30.8,30.8
2017-01-01T16:00:00Z,2017-01-01T17:00:00+0100,38,,30.93,30.93,55,,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,66.74,53.3,53.3,53.3,53.3,66.74,53.3,30.93,30.93,30.93,30.93,30.93,30.93,30.93,30.93,30.93
2017-01-01T17:00:00Z,2017-01-01T18:00:00+0100,38,,30.78,30.78,90,,59.07,59.07,59.07,59.07,59.07,59.07,59.07,59.07,59.07,59.07,85.78,59.07,59.07,59.07,59.07,85.78,59.07,30.78,30.78,30.78,30.78,30.78,30.78,30.78,30.78,30.78
2017-01-01T18:00:00Z,2017-01-01T19:00:00+0100,37,,30.51,30.51,55,,61.71,61.71,61.71,61.71,61.71,61.71,61.71,61.71,61.71,61.71,85.78,61.71,61.71,61.71,61.71,85.78,61.71,30.51,30.51,30.51,30.51,30.51,30.51,30.51,30.51,30.51
2017-01-01T19:00:00Z,2017-01-01T20:00:00+0100,32,,30.19,30.19,49.27,,56.26,56.26,56.26,56.26,56.26,56.26,56.26,56.26,56.26,56.26,85.78,56.26,56.26,56.26,56.26,85.78,56.26,30.19,30.19,30.19,30.19,30.19,30.19,30.19,30.19,30.19
2017-01-01T20:00:00Z,2017-01-01T21:00:00+0100,30,,29.94,29.94,51.8,,55,55,55,55,55,55,55,55,55,55,85.78,55,55,55,55,85.78,55,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94
2017-01-01T21:00:00Z,2017-01-01T22:00:00+0100,31,,29.65,29.65,49.06,,54,54,54,54,54,54,54,54,54,54,58.75,54,54,54,54,58.75,54,29.65,29.65,29.65,29.65,29.65,29.65,29.65,29.65,29.65
2017-01-01T22:00:00Z,2017-01-01T23:00:00+0100,24,,29.36,29.36,43.46,,52,52,52,52,52,52,52,52,52,52,58.75,52,52,52,52,58.75,52,29.36,29.36,29.36,29.36,29.36,29.36,29.36,29.36,29.36
2017-01-01T23:00:00Z,2017-01-02T00:00:00+0100,26,,29.4,29.4,45.96,,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4
2017-01-02T00:00:00Z,2017-01-02T01:00:00+0100,24,,28.91,28.91,43.95,,50.18,50.18,50.18,50.18,50.18,50.18,50.18,50.18,50.18,50.18,50.18,50.18,50.18,50.18,50.18,50.18,50.18,28.91,28.91,28.91,28.91,28.91,28.91,28.91,28.91,28.91
2017-01-02T01:00:00Z,2017-01-02T02:00:00+0100,23,,28.11,28.11,45,,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,28.11,28.11,28.11,28.11,28.11,28.11,28.11,28.11,28.11
2017-01-02T02:00:00Z,2017-01-02T03:00:00+0100,22,,27.89,27.89,43.97,,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,28.24,28.24,27.89,27.89,28.24,27.89,27.89,27.89,27.89
2017-01-02T03:00:00Z,2017-01-02T04:00:00+0100,24,,27.73,28.26,42,,48.41,48.41,48.41,48.41,48.41,48.41,48.41,48.41,48.41,48.41,48.41,48.41,48.41,48.41,48.41,48.41,48.41,29.03,29.03,28.26,28.26,29.03,28.26,28.26,28.26,28.26
2017-01-02T04:00:00Z,2017-01-02T05:00:00+0100,27,,30.43,30.43,41.14,,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43
2017-01-02T05:00:00Z,2017-01-02T06:00:00+0100,33,,32.85,32.85,43.92,,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,32.85,31.19,31.47,31.47,31.19,32.85,32.85,32.85,32.85
2017-01-02T06:00:00Z,2017-01-02T07:00:00+0100,45,,33.91,33.91,51.74,,59.07,59.07,59.07,59.07,59.07,59.07,59.07,59.07,59.07,59.07,79.28,59.07,59.07,59.07,59.07,79.28,59.07,33.91,31.53,31.53,31.53,31.53,33.91,33.91,33.91,33.91
2017-01-02T07:00:00Z,2017-01-02T08:00:00+0100,42,,34.87,34.87,40.85,,64.15,64.15,64.15,64.15,64.15,64.15,64.15,64.15,64.15,64.15,79.28,64.15,64.15,64.15,64.15,79.28,64.15,34.87,31.86,31.99,31.99,31.86,34.87,34.87,34.87,34.87
2017-01-02T08:00:00Z,2017-01-02T09:00:00+0100,47,,35.22,35.22,43.07,,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,65.28,62.5,62.5,62.5,62.5,65.28,62.5,35.22,31.84,32.36,32.36,31.84,35.22,35.22,35.22,35.22
2017-01-02T09:00:00Z,2017-01-02T10:00:00+0100,49,,35.41,35.41,47.03,,60,61.7,60,60,60,61.7,61.7,61.7,61.7,61.7,60.89,60,60,61.7,60,60.89,60,35.41,31.68,32.56,32.56,31.68,35.41,35.41,35.41,35.41
2017-01-02T10:00:00Z,2017-01-02T11:00:00+0100,51,,35.07,35.07,48.1,,54,54,54,54,54,61.2,61.2,61.2,61.2,61.2,59.36,54,54,54,54,59.36,54,35.07,31.67,32.47,32.47,31.67,35.07,35.07,35.07,35.07
2017-01-02T11:00:00Z,2017-01-02T12:00:00+0100,50,,34.85,34.85,47.47,,53,53,53,53,53,55.69,55.69,55.69,55.69,55.69,57.37,53,53,53,53,57.37,53,34.85,31.62,31.88,31.88,31.62,34.85,34.85,34.85,34.85
2017-01-02T12:00:00Z,2017-01-02T13:00:00+0100,52,,34.7,34.7,53.31,,53,55.67,53,53,53,55.67,55.67,55.67,55.67,55.67,57.37,53,53,55.67,53,57.37,53,34.7,31.66,32.39,32.39,31.66,34.7,34.7,34.7,34.7
2017-01-02T13:00:00Z,2017-01-02T14:00:00+0100,49,,34.8,34.8,51.14,,54,61.19,54,54,54,61.19,61.19,61.19,61.19,61.19,59.92,54,54,61.19,54,59.92,54,34.8,31.68,32.86,32.86,31.68,34.8,34.8,34.8,34.8
2017-01-02T14:00:00Z,2017-01-02T15:00:00+0100,52,,35.93,35.93,49.91,,55,59.71,55,55,55,59.71,59.71,59.71,59.71,59.71,59.9,55,55,59.71,55,59.9,55,35.93,31.85,32.99,32.99,31.85,35.93,35.93,35.93,35.93
2017-01-02T15:00:00Z,2017-01-02T16:00:00+0100,61,,37.52,37.52,50.95,,60.96,60.96,60.96,60.96,60.96,60.96,60.96,60.96,60.96,60.96,65.28,60.96,60.96,60.96,60.96,65.28,60.96,37.52,31.89,32.66,32.66,31.89,37.52,37.52,37.52,37.52
2017-01-02T16:00:00Z,2017-01-02T17:00:00+0100,70,,38.48,42.2,64.42,,73.55,73.55,73.55,73.55,73.55,73.55,73.55,73.55,73.55,73.55,81.84,73.55,73.55,73.55,73.55,81.84,73.55,38.48,31.85,32.1,32.1,31.85,38.48,38.48,38.48,40.01
2017-01-02T17:00:00Z,2017-01-02T18:00:00+0100,62,,36.88,39.17,90,,77.42,77.42,77.42,77.42,77.42,77.42,77.42,77.42,77.42,77.42,86.23,77.42,77.42,77.42,77.42,86.23,77.42,36.88,31.77,31.77,31.77,31.77,36.88,36.88,36.88,39.17
2017-01-02T18:00:00Z,2017-01-02T19:00:00+0100,56,,35.52,35.52,66.27,,75,75,75,75,75,75,75,75,75,75,107.5,75,75,75,75,107.5,75,35.52,31.62,31.62,31.62,31.62,35.52,35.52,35.52,35.52
2017-01-02T19:00:00Z,2017-01-02T20:00:00+0100,49,,35.23,35.23,58.6,,70.11,70.11,70.11,70.11,70.11,70.11,70.11,70.11,70.11,70.11,86.23,70.11,70.11,70.11,70.11,86.23,70.11,35.23,31.46,31.46,31.46,31.46,35.23,35.23,35.23,35.23
2017-01-02T20:00:00Z,2017-01-02T21:00:00+0100,42,,34.74,34.74,51.16,,59.69,59.69,59.69,59.69,59.69,59.69,59.69,59.69,59.69,59.69,86.23,59.69,59.69,59.69,59.69,86.23,59.69,34.74,31.31,31.31,31.31,31.31,34.74,34.74,34.74,34.74
2017-01-02T21:00:00Z,2017-01-02T22:00:00+0100,41,,32.99,32.99,50.23,,54,54,54,54,54,54,54,54,54,54,85.28,54,54,54,54,85.28,54,31.96,31.1,31.1,31.1,31.1,32.99,32.99,32.99,32.99
2017-01-02T22:00:00Z,2017-01-02T23:00:00+0100,34,,30.89,30.94,43.05,,52,52,52,52,52,52,52,52,52,52,55.28,52,52,52,52,55.28,52,30.89,30.89,30.89,30.89,30.89,30.94,30.94,30.94,30.94
2017-01-02T23:00:00Z,2017-01-03T00:00:00+0100,35,,30.65,30.65,45.54,,50.56,50.56,50.56,50.56,50.56,50.56,50.56,50.56,50.56,50.56,50.56,50.56,50.56,50.56,50.56,50.56,50.56,30.65,30.65,30.65,30.65,30.65,30.65,30.65,30.65,30.65
2017-01-03T00:00:00Z,2017-01-03T01:00:00+0100,36,,30.37,30.37,46.03,,47.09,47.09,47.09,47.09,47.09,47.09,47.09,47.09,47.09,47.09,47.09,47.09,47.09,47.09,47.09,47.09,47.09,30.37,30.37,30.37,30.37,30.37,30.37,30.37,30.37,30.37
2017-01-03T01:00:00Z,2017-01-03T02:00:00+0100,33,,30.15,30.15,42.98,,44.43,44.43,44.43,44.43,44.43,44.43,44.43,44.43,44.43,44.43,44.43,44.43,44.43,44.43,44.43,44.43,44.43,30.15,30.15,30.15,30.15,30.15,30.15,30.15,30.15,30.15
2017-01-03T02:00:00Z,2017-01-03T03:00:00+0100,33,,30.14,30.14,39.27,,44.15,45,44.15,44.15,44.15,45,45,45,45,45,44.15,44.15,44.15,45,44.15,44.15,44.15,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14
2017-01-03T03:00:00Z,2017-01-03T04:00:00+0100,31,,30.4,30.4,37.72,,44.15,45.18,44.15,44.15,44.15,45.18,45.18,45.18,45.18,45.18,44.15,44.15,44.15,45.18,44.15,44.15,44.15,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4
2017-01-03T04:00:00Z,2017-01-03T05:00:00+0100,32,,30.75,32.24,40.42,,45,46.74,45,45,45,46.74,46.74,46.74,46.74,46.74,45,45,45,46.74,45,45,45,30.75,30.75,30.75,30.75,30.75,32.24,32.24,32.24,32.24
2017-01-03T05:00:00Z,2017-01-03T06:00:00+0100,39,,31.02,33.5,42.8,,49.15,55,49.15,49.15,49.15,55,55,55,55,55,49.15,49.15,49.15,55,49.15,49.15,49.15,33.5,31.02,31.02,31.02,31.02,33.5,33.5,33.5,33.5
2017-01-03T06:00:00Z,2017-01-03T07:00:00+0100,51,,31.58,35.8,50.55,,54,59.73,54,54,54,59.73,59.73,59.73,59.73,59.73,59.06,54,54,59.73,54,59.06,54,35.8,31.58,31.58,31.58,31.58,35.8,35.8,35.8,35.8
2017-01-03T07:00:00Z,2017-01-03T08:00:00+0100,47,,31.77,36.78,47.57,,54,61.81,54,54,54,61.81,61.81,61.81,61.81,61.81,60.82,54,54,61.81,54,60.82,54,36.78,31.77,33.12,33.12,31.77,36.78,36.78,36.78,36.78
2017-01-03T08:00:00Z,2017-01-03T09:00:00+0100,46,,32.96,36.17,52.1,,54,54,54,54,54,61.81,61.81,61.81,61.81,61.81,59.3,54,54,54,54,59.3,54,36.17,31.42,33.76,33.76,31.42,36.17,36.17,36.17,36.17
2017-01-03T09:00:00Z,2017-01-03T10:00:00+0100,45,,31.25,35.4,56.27,,53,53,53,53,53,61.94,61.94,61.94,61.94,61.94,53,53,53,53,53,53,53,35.4,31.25,33.66,33.66,31.25,35.4,35.4,35.4,35.4
2017-01-03T10:00:00Z,2017-01-03T11:00:00+0100,44,,30.82,34.92,51.63,,51.83,51.83,51.83,51.83,51.83,63.8,63.8,63.8,63.8,63.8,51.83,51.83,51.83,51.83,51.83,51.83,51.83,34.92,30.82,33.64,33.64,31.25,34.92,34.92,34.92,34.92
2017-01-03T11:00:00Z,2017-01-03T12:00:00+0100,39,,30.5,34.81,48.18,,51.83,51.83,51.83,51.83,51.83,57.49,57.49,57.49,57.49,57.49,51.83,51.83,51.83,51.83,51.83,51.83,51.83,34.07,30.5,33.96,33.96,31.21,34.81,34.81,34.81,34.81
2017-01-03T12:00:00Z,2017-01-03T13:00:00+0100,37,,30.21,34.09,47.6,,52,52.83,52,52,52,56.74,56.74,56.74,56.74,56.74,52,52,52,52.83,52,52,52,34.09,30.21,34.09,34.09,31.23,34.09,34.09,34.09,34.09
2017-01-03T13:00:00Z,2017-01-03T14:00:00+0100,39,,30.02,34.25,47.58,,54,55.49,54,54,54,60,60,60,60,60,54,54,54,55.49,54,54,54,34.25,30.02,34.25,34.25,31.23,34.25,34.25,34.25,34.25
2017-01-03T14:00:00Z,2017-01-03T15:00:00+0100,41,,29.71,34.51,47.57,,54,64.01,54,54,54,64.01,64.01,64.01,64.01,64.01,54,54,54,64.01,54,54,54,32.87,29.71,34.51,34.51,31.3,34.51,34.51,34.51,34.51
2017-01-03T15:00:00Z,2017-01-03T16:00:00+0100,40,,29.79,34.94,50.7,,55,55.49,55,55,55,68.94,68.94,68.94,68.94,68.94,57.36,55,55,55.49,55,57.36,55,34.94,29.79,34.94,34.94,31.33,34.94,34.94,34.94,34.94
2017-01-03T16:00:00Z,2017-01-03T17:00:00+0100,42,,29.9,34.59,68.88,,67.01,67.01,67.01,67.01,67.01,67.01,67.01,67.01,67.01,67.01,67.01,67.01,67.01,67.01,67.01,67.01,67.01,34.59,29.9,34.59,34.59,31.32,34.59,34.59,34.59,34.59
2017-01-03T17:00:00Z,2017-01-03T18:00:00+0100,40,,29.78,34.06,114.28,,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,85.62,61.99,61.99,61.99,61.99,85.62,61.99,34.06,29.78,33.99,33.99,31.29,34.06,34.06,34.06,34.06
2017-01-03T18:00:00Z,2017-01-03T19:00:00+0100,37,,29.56,32.93,75.1,,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,86.23,58.5,58.5,58.5,58.5,86.23,58.5,31.82,29.56,32.93,32.93,31.23,32.93,32.93,32.93,32.93
2017-01-03T19:00:00Z,2017-01-03T20:00:00+0100,31,,29.4,31.8,56.33,,60,60,60,60,60,60,60,60,60,60,86.23,60,60,60,60,86.23,60,31.8,29.4,31.8,31.8,31.18,31.8,31.8,31.8,31.8
2017-01-03T20:00:00Z,2017-01-03T21:00:00+0100,27,,24.56,26.31,59.48,,59.47,59.47,59.47,59.47,59.47,59.48,59.48,59.48,59.48,59.48,85.28,59.47,59.47,59.47,59.47,85.28,59.47,30.51,29.4,30.51,30.51,30.51,30.51,30.51,30.51,30.51
2017-01-03T21:00:00Z,2017-01-03T22:00:00+0100,25,,17.77,17.77,46.08,,54,54,54,54,54,63,63,63,63,63,58.83,54,54,54,54,58.83,54,29.27,29.27,29.27,29.27,29.27,29.27,29.27,29.27,29.27
2017-01-03T22:00:00Z,2017-01-03T23:00:00+0100,16,,0.12,9.49,42.51,,53,53,53,53,53,56.74,56.74,56.74,56.74,56.74,53,53,53,53,53,53,53,28.46,28.46,28.46,28.46,28.46,28.46,28.46,28.46,28.46
2017-01-03T23:00:00Z,2017-01-04T00:00:00+0100,7,,0.11,0.11,39.5,,53,56.25,53,53,53,62.36,62.36,62.36,62.36,62.36,53,53,53,56.25,53,53,53,27.97,27.97,25.93,25.93,27.97,25.93,25.93,25.93,25.93
2017-01-04T00:00:00Z,2017-01-04T01:00:00+0100,4,,-0.05,-0.05,43.96,,53,56.04,53,53,53,56.04,56.04,56.04,56.04,56.04,53,53,53,56.04,53,53,53,27.95,27.95,25.41,25.41,27.95,25.41,25.41,25.41,25.41
2017-01-04T01:00:00Z,2017-01-04T02:00:00+0100,-2,,-6.27,-6.27,42.06,,53,54.1,53,53,53,54.1,54.1,54.1,54.1,54.1,53,53,53,54.1,53,53,53,27.76,27.76,25.35,25.35,27.76,25.35,25.35,25.35,25.35
2017-01-04T02:00:00Z,2017-01-04T03:00:00+0100,-1,,-5.09,-5.09,40.86,,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,27.75,27.75,25.45,25.45,27.75,25.45,25.45,25.45,25.45
2017-01-04T03:00:00Z,2017-01-04T04:00:00+0100,5,,0.06,0.06,38,,51.36,51.36,51.36,51.36,51.36,51.36,51.36,51.36,51.36,51.36,51.36,51.36,51.36,51.36,51.36,51.36,51.36,27.61,27.61,25.97,25.97,27.61,25.97,25.97,25.97,25.97
2017-01-04T04:00:00Z,2017-01-04T05:00:00+0100,10,,10.55,10.55,37.99,,53,53.02,53,53,53,53.02,53.02,53.02,53.02,53.02,53,53,53,53.02,53,53,53,27.87,27.87,27.87,27.87,27.87,27.87,27.87,27.87,27.87
2017-01-04T05:00:00Z,2017-01-04T06:00:00+0100,23,,10.98,12.55,41.45,,53,62.4,53,53,53,62.4,62.4,62.4,62.4,62.4,53,53,53,62.4,53,53,53,28.92,28.77,28.92,28.92,28.92,28.92,28.92,28.92,28.92
2017-01-04T06:00:00Z,2017-01-04T07:00:00+0100,31,,30.65,30.65,48.73,,55,68,55,55,55,68,68,68,68,68,55,55,55,68,55,55,55,30.65,29.68,30.65,30.65,30.65,30.65,30.65,30.65,30.65
2017-01-04T07:00:00Z,2017-01-04T08:00:00+0100,33,,30.44,32.13,47.53,,56,59.25,56,56,56,73.01,73.01,73.01,73.01,73.01,60.49,56,56,59.25,56,60.49,56,31.19,30.44,32.13,32.13,31.19,32.13,32.13,32.13,32.13
2017-01-04T08:00:00Z,2017-01-04T09:00:00+0100,34,,30.44,33.27,50.54,,55,59.25,55,55,55,73,73,73,73,73,60.54,55,55,59.25,55,60.54,55,31.19,30.44,33.27,33.27,31.19,33.27,33.27,33.27,33.27
2017-01-04T09:00:00Z,2017-01-04T10:00:00+0100,35,,30.57,33.52,53.72,,54,59.25,54,54,54,72.85,72.85,72.85,72.85,72.85,54,54,54,59.25,54,54,54,31.25,30.57,33.52,33.52,31.25,33.52,33.52,33.52,33.52
2017-01-04T10:00:00Z,2017-01-04T11:00:00+0100,34,,30.62,33.93,54.88,,53.01,55.99,53.01,53.01,53.01,72.51,72.51,72.51,72.51,72.51,53.01,53.01,53.01,55.99,53.01,53.01,53.01,33.93,30.62,33.93,33.93,31.2,33.93,33.93,33.93,33.93
2017-01-04T11:00:00Z,2017-01-04T12:00:00+0100,34,,30.75,33.93,51.99,,53,53,53,53,53,66.42,66.42,66.42,66.42,66.42,53,53,53,53,53,53,53,32.03,30.75,33.93,33.93,31.16,33.93,33.93,33.93,33.93
2017-01-04T12:00:00Z,2017-01-04T13:00:00+0100,33,,30.68,33.94,48.05,,53,53,53,53,53,69.16,69.16,69.16,69.16,69.16,53,53,53,53,53,53,53,31.51,30.68,33.94,33.94,31.15,33.94,33.94,33.94,33.94
2017-01-04T13:00:00Z,2017-01-04T14:00:00+0100,36,,30.73,34.15,47.57,,53,55.25,53,53,53,69,69,69,69,69,53,53,53,55.25,53,53,53,32.05,30.73,34.15,34.15,31.17,34.15,34.15,34.15,34.15
2017-01-04T14:00:00Z,2017-01-04T15:00:00+0100,38,,30.84,35.3,47.27,,53.01,59.25,53.01,53.01,53.01,67.13,67.13,67.13,67.13,67.13,53.01,53.01,53.01,59.25,53.01,53.01,53.01,32.77,30.84,35.3,35.3,31.33,35.3,35.3,35.3,35.3
2017-01-04T15:00:00Z,2017-01-04T16:00:00+0100,53,,31.22,36.28,56.46,,54,68.26,54,54,54,68.26,68.26,68.26,68.26,68.26,60.13,54,54,68.26,54,60.13,54,32.05,31.22,36.28,36.28,31.48,36.28,36.28,36.28,36.28
2017-01-04T16:00:00Z,2017-01-04T17:00:00+0100,55,,31.47,36.81,62.99,,55,72.15,55,55,55,72.15,72.15,72.15,72.15,72.15,66.23,55,55,72.15,55,66.23,55,32.02,31.47,36.81,36.81,31.47,36.81,36.81,36.81,36.81
2017-01-04T17:00:00Z,2017-01-04T18:00:00+0100,52,,31.29,35.55,122.37,,56,76.8,56,56,56,76.8,76.8,76.8,76.8,76.8,85.28,56,56,76.8,56,85.28,56,32.04,31.29,35.55,35.55,31.31,35.55,35.55,35.55,35.55
2017-01-04T18:00:00Z,2017-01-04T19:00:00+0100,50,,31.15,34.5,80.01,,55,71.01,55,55,55,71.01,71.01,71.01,71.01,71.01,85.62,55,55,71.01,55,85.62,55,34.5,31.15,34.5,34.5,31.15,34.5,34.5,34.5,34.5
2017-01-04T19:00:00Z,2017-01-04T20:00:00+0100,42,,31.03,33.89,59.95,,54,69.84,54,54,54,69.84,69.84,69.84,69.84,69.84,85.28,54,54,69.84,54,85.28,54,33.89,31.03,33.89,33.89,31.05,33.89,33.89,33.89,33.89
2017-01-04T20:00:00Z,2017-01-04T21:00:00+0100,39,,30.96,33.02,54.33,,53,64.74,53,53,53,64.74,64.74,64.74,64.74,64.74,82.98,53,53,64.74,53,82.98,53,32.69,30.96,33.02,33.02,30.96,33.02,33.02,33.02,33.02
2017-01-04T21:00:00Z,2017-01-04T22:00:00+0100,37,,30.87,32.33,49.83,,51.23,59.25,51.23,51.23,51.23,62.36,62.36,62.36,62.36,62.36,55.28,51.23,51.23,59.25,51.23,55.28,51.23,32.05,30.87,32.33,32.33,30.87,32.33,32.33,32.33,32.33
2017-01-04T22:00:00Z,2017-01-04T23:00:00+0100,34,,30.44,30.44,43.59,,39.89,59.25,39.89,39.89,39.89,61.95,61.95,61.95,61.95,61.95,39.89,39.89,39.89,59.25,39.89,39.89,39.89,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44
2017-01-04T23:00:00Z,2017-01-05T00:00:00+0100,34,,30.51,30.51,42.55,,33.64,51.22,33.64,33.64,33.64,51.22,51.22,51.22,51.22,51.22,33.64,33.64,33.64,51.22,33.64,33.64,33.64,30.51,30.51,30.51,30.51,30.51,30.51,30.51,30.51,30.51
