utc_timestamp,cet_cest_timestamp,AT_price_day_ahead,DE_LU_price_day_ahead,DK_1_price_day_ahead,DK_2_price_day_ahead,GB_GBN_price_day_ahead,IE_sem_price_day_ahead,IT_BRNN_price_day_ahead,IT_CNOR_price_day_ahead,IT_CSUD_price_day_ahead,IT_FOGN_price_day_ahead,IT_GR_price_day_ahead,IT_NORD_price_day_ahead,IT_NORD_AT_price_day_ahead,IT_NORD_CH_price_day_ahead,IT_NORD_FR_price_day_ahead,IT_NORD_SI_price_day_ahead,IT_PRGP_price_day_ahead,IT_ROSN_price_day_ahead,IT_SACO_AC_price_day_ahead,IT_SACO_DC_price_day_ahead,IT_SARD_price_day_ahead,IT_SICI_price_day_ahead,IT_SUD_price_day_ahead,NO_1_price_day_ahead,NO_2_price_day_ahead,NO_3_price_day_ahead,NO_4_price_day_ahead,NO_5_price_day_ahead,SE_1_price_day_ahead,SE_2_price_day_ahead,SE_3_price_day_ahead,SE_4_price_day_ahead
2017-03-05T22:00:00Z,2017-03-05T23:00:00+0100,25,,30.66,30.66,35.46,,40.24,40.24,40.24,40.24,40.24,40.24,40.24,40.24,40.24,40.24,53.33,40.24,40.24,40.24,40.24,53.33,40.24,30.66,30.66,30.66,24.95,30.66,30.66,30.66,30.66,30.66
2017-03-05T23:00:00Z,2017-03-06T00:00:00+0100,26,,30.4,30.4,35.05,,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,30.47,30.47,30.4,24.87,30.47,30.4,30.4,30.4,30.4
2017-03-06T00:00:00Z,2017-03-06T01:00:00+0100,23,,29.04,29.04,35.03,,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,30,30,29.04,24.86,30,29.04,29.04,29.04,29.04
2017-03-06T01:00:00Z,2017-03-06T02:00:00+0100,22,,27.99,27.99,35.56,,27.99,27.99,27.99,27.99,27.99,27.99,27.99,27.99,27.99,27.99,27.99,27.99,27.99,27.99,27.99,27.99,27.99,29.46,29.46,27.99,24.85,29.46,27.99,27.99,27.99,27.99
2017-03-06T02:00:00Z,2017-03-06T03:00:00+0100,29,,25.35,25.35,35,,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,29.54,29.54,26.58,24.85,29.54,26.58,26.58,26.58,26.58
2017-03-06T03:00:00Z,2017-03-06T04:00:00+0100,30,,27.3,27.3,34.1,,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,29.72,29.72,28.5,24.87,29.72,28.5,28.5,28.5,28.5
2017-03-06T04:00:00Z,2017-03-06T05:00:00+0100,33,,29.07,30.57,34.1,,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,30.57,30.57,30.57,24.91,30.57,30.57,30.57,30.57,30.57
2017-03-06T05:00:00Z,2017-03-06T06:00:00+0100,43,,34.87,33.37,37.97,,41.95,41.95,41.95,41.95,41.95,41.95,41.95,41.95,41.95,41.95,41.95,41.95,41.95,41.95,41.95,41.95,41.95,32.36,32.36,32.36,26.8,32.36,33.37,33.37,33.37,33.37
2017-03-06T06:00:00Z,2017-03-06T07:00:00+0100,52,,35.87,35.87,49.96,,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,35.87,34.46,34.46,28.68,34.46,35.87,35.87,35.87,35.87
2017-03-06T07:00:00Z,2017-03-06T08:00:00+0100,51,,39.4,39.44,39.4,,51.75,51.75,51.75,51.75,51.75,51.75,51.75,51.75,51.75,51.75,51.75,51.75,51.75,51.75,51.75,51.75,51.75,39.4,39.4,39.44,25.87,39.4,39.44,39.44,39.44,39.44
2017-03-06T08:00:00Z,2017-03-06T09:00:00+0100,50,,38.04,38.04,50.6,,47.01,47.01,47.01,47.01,47.01,49.9,49.9,49.9,49.9,49.9,47.01,47.01,47.01,47.01,47.01,47.01,47.01,38.04,38.04,38.04,25.86,38.04,38.04,38.04,38.04,38.04
2017-03-06T09:00:00Z,2017-03-06T10:00:00+0100,46,,35.43,35.43,57,,40.24,47.01,40.24,40.24,40.24,49.1,49.1,49.1,49.1,49.1,40.24,40.24,40.24,47.01,40.24,40.24,40.24,35.43,35.43,35.43,25.81,35.43,35.43,35.43,35.43,35.43
2017-03-06T10:00:00Z,2017-03-06T11:00:00+0100,46,,34.13,34.13,50.8,,39.9,45.99,39.9,39.9,39.9,49.11,49.11,49.11,49.11,49.11,39.9,39.9,39.9,45.99,39.9,39.9,39.9,34.13,34.13,34.13,25.79,34.13,34.13,34.13,34.13,34.13
2017-03-06T11:00:00Z,2017-03-06T12:00:00+0100,43,,33.84,33.84,42.61,,39.9,39.9,39.9,39.9,39.9,46.86,46.86,46.86,46.86,46.86,39.9,39.9,39.9,39.9,39.9,39.9,39.9,33.84,33.84,33.84,25.77,33.84,33.84,33.84,33.84,33.84
2017-03-06T12:00:00Z,2017-03-06T13:00:00+0100,41,,33.39,33.39,41.26,,39.9,39.9,39.9,39.9,39.9,46.7,46.7,46.7,46.7,46.7,39.9,39.9,39.9,39.9,39.9,39.9,39.9,33.39,33.39,33.39,25.76,33.39,33.39,33.39,33.39,33.39
2017-03-06T13:00:00Z,2017-03-06T14:00:00+0100,41,,33.27,33.27,39.85,,40,40,40,40,40,47.11,47.11,47.11,47.11,47.11,40,40,40,40,40,40,40,33.27,33.27,33.27,25.76,33.27,33.27,33.27,33.27,33.27
2017-03-06T14:00:00Z,2017-03-06T15:00:00+0100,43,,32.92,32.92,38.17,,43.54,45.99,43.54,43.54,43.54,48.1,48.1,48.1,48.1,48.1,43.54,43.54,43.54,45.99,43.54,43.54,43.54,32.92,32.92,32.92,25.76,32.92,32.92,32.92,32.92,32.92
2017-03-06T15:00:00Z,2017-03-06T16:00:00+0100,43,,32.81,32.81,38.18,,47.01,47.01,47.01,47.01,47.01,50.2,50.2,50.2,50.2,50.2,47.01,47.01,47.01,47.01,47.01,47.01,47.01,32.81,32.81,32.81,25.75,32.81,32.81,32.81,32.81,32.81
2017-03-06T16:00:00Z,2017-03-06T17:00:00+0100,46,,33.82,37.27,43.9,,51.86,51.86,51.86,51.86,51.86,51.86,51.86,51.86,51.86,51.86,57.36,51.86,51.86,51.86,51.86,57.36,51.86,33.82,33.82,37.27,25.77,33.82,37.27,37.27,37.27,37.27
2017-03-06T17:00:00Z,2017-03-06T18:00:00+0100,52,,34.09,38.88,63,,55,55,55,55,55,55,55,55,55,55,86.69,55,55,55,55,86.69,55,34.09,34.09,38.88,25.75,34.09,38.88,38.88,38.88,38.88
2017-03-06T18:00:00Z,2017-03-06T19:00:00+0100,53,,33.79,34.95,110,,55.1,55.1,55.1,55.1,55.1,55.1,55.1,55.1,55.1,55.1,89,55.1,55.1,55.1,55.1,89,55.1,33.79,33.79,34.95,25.75,33.79,34.95,34.95,34.95,34.95
2017-03-06T19:00:00Z,2017-03-06T20:00:00+0100,49,,32.76,32.76,65,,53,53,53,53,53,53,53,53,53,53,89,53,53,53,53,89,53,32.76,32.76,32.76,25.74,32.76,32.76,32.76,32.76,32.76
2017-03-06T20:00:00Z,2017-03-06T21:00:00+0100,43,,32.38,32.38,42.9,,51.25,51.25,51.25,51.25,51.25,51.25,51.25,51.25,51.25,51.25,86.69,51.25,51.25,51.25,51.25,86.69,51.25,32.38,32.38,32.38,25.73,32.38,32.38,32.38,32.38,32.38
2017-03-06T21:00:00Z,2017-03-06T22:00:00+0100,41,,31.79,31.79,43.03,,46.55,46.55,46.55,46.55,46.55,46.55,46.55,46.55,46.55,46.55,53.31,46.55,46.55,46.55,46.55,53.31,46.55,31.79,31.79,31.79,24.5,31.79,31.79,31.79,31.79,31.79
2017-03-06T22:00:00Z,2017-03-06T23:00:00+0100,36,,31.16,31.16,36.41,,41.79,41.79,41.79,41.79,41.79,41.79,41.79,41.79,41.79,41.79,41.79,41.79,41.79,41.79,41.79,41.79,41.79,31.16,31.16,31.16,24.45,31.16,31.16,31.16,31.16,31.16
2017-03-06T23:00:00Z,2017-03-07T00:00:00+0100,32,,31.07,31.07,36.9,,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,31.07,31.07,31.07,24.21,31.07,31.07,31.07,31.07,31.07
2017-03-07T00:00:00Z,2017-03-07T01:00:00+0100,31,,30.01,30.01,36.99,,30.01,30.01,30.01,30.01,30.01,30.01,30.01,30.01,30.01,30.01,30.01,30.01,30.01,30.01,30.01,30.01,30.01,30.46,30.46,30.01,24.19,30.46,30.01,30.01,30.01,30.01
2017-03-07T01:00:00Z,2017-03-07T02:00:00+0100,30,,29.99,29.99,36.79,,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,30.28,30.28,29.99,24.18,30.28,29.99,29.99,29.99,29.99
2017-03-07T02:00:00Z,2017-03-07T03:00:00+0100,30,,29.64,29.64,35.08,,29.64,29.64,29.64,29.64,29.64,29.64,29.64,29.64,29.64,29.64,29.64,29.64,29.64,29.64,29.64,29.64,29.64,30.62,30.62,29.64,24.18,30.62,29.64,29.64,29.64,29.64
2017-03-07T03:00:00Z,2017-03-07T04:00:00+0100,31,,30.6,31.07,35,,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,31.07,31.07,31.07,24.19,31.07,31.07,31.07,31.07,31.07
2017-03-07T04:00:00Z,2017-03-07T05:00:00+0100,32,,32.98,32.52,35.01,,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.52,32.52,32.52,24.22,32.52,32.52,32.52,32.52,32.52
2017-03-07T05:00:00Z,2017-03-07T06:00:00+0100,40,,36,36,35.78,,42.69,42.69,42.69,42.69,42.69,42.69,42.69,42.69,42.69,42.69,42.69,42.69,42.69,42.69,42.69,42.69,42.69,36,34.73,36,25.7,34.73,36,36,36,36
2017-03-07T06:00:00Z,2017-03-07T07:00:00+0100,49,,48.58,48.58,47.2,,50.61,50.61,50.61,50.61,50.61,50.61,50.61,50.61,50.61,50.61,50.61,50.61,50.61,50.61,50.61,50.61,50.61,48.58,48.58,48.58,25.8,48.58,48.58,48.58,48.58,48.58
2017-03-07T07:00:00Z,2017-03-07T08:00:00+0100,49,,52.66,52.66,48,,54.25,54.25,54.25,54.25,54.25,54.25,54.25,54.25,54.25,54.25,54.25,54.25,54.25,3000,54.25,54.25,54.25,52.66,52.66,52.66,25.84,52.66,52.66,52.66,52.66,52.66
2017-03-07T08:00:00Z,2017-03-07T09:00:00+0100,50,,52.37,52.37,48.21,,54,54.1,54,54,54,54.1,54.1,54.1,54.1,54.1,54,54,54,3000,54,54,54,52.37,52.37,52.37,25.82,52.37,52.37,52.37,52.37,52.37
2017-03-07T09:00:00Z,2017-03-07T10:00:00+0100,49,,52.21,52.21,48.06,,51.98,51.98,51.98,51.98,51.98,53.93,53.93,53.93,53.93,53.93,51.98,51.98,51.98,3000,51.98,51.98,51.98,52.21,52.21,52.21,25.78,52.21,52.21,52.21,52.21,52.21
2017-03-07T10:00:00Z,2017-03-07T11:00:00+0100,48,,49.97,49.97,46,,51.24,51.24,51.24,51.24,51.24,51.98,51.98,51.98,51.98,51.98,51.24,51.24,51.24,3000,51.24,51.24,51.24,49.97,49.97,49.97,25.74,49.97,49.97,49.97,49.97,49.97
2017-03-07T11:00:00Z,2017-03-07T12:00:00+0100,45,,47.35,47.35,44.15,,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,3000,49.9,49.9,49.9,47.35,47.35,47.35,25.71,47.35,47.35,47.35,47.35,47.35
2017-03-07T12:00:00Z,2017-03-07T13:00:00+0100,44,,47.32,47.32,43.57,,47.01,47.01,47.01,47.01,47.01,49.07,49.07,49.07,49.07,49.07,47.01,47.01,47.01,3000,47.01,47.01,47.01,47.32,47.32,47.32,25.7,47.32,47.32,47.32,47.32,47.32
2017-03-07T13:00:00Z,2017-03-07T14:00:00+0100,44,,46.13,46.13,43.08,,48.69,48.69,48.69,48.69,48.69,48.69,48.69,48.69,48.69,48.69,48.69,48.69,48.69,3000,48.69,48.69,48.69,46.13,46.13,46.13,25.7,46.13,46.13,46.13,46.13,46.13
2017-03-07T14:00:00Z,2017-03-07T15:00:00+0100,45,,43.19,43.19,42.25,,51.61,51.61,51.61,51.61,51.61,51.61,51.61,51.61,51.61,51.61,51.61,51.61,51.61,3000,51.61,51.61,51.61,43.19,43.19,43.19,25.72,43.19,43.19,43.19,43.19,43.19
2017-03-07T15:00:00Z,2017-03-07T16:00:00+0100,46,,42.09,42.09,42.47,,52.05,52.05,52.05,52.05,52.05,52.05,52.05,52.05,52.05,52.05,52.05,52.05,52.05,3000,52.05,52.05,52.05,39.73,39.73,42.09,25.69,39.73,42.09,42.09,42.09,42.09
2017-03-07T16:00:00Z,2017-03-07T17:00:00+0100,52,,49.1,49.1,44.52,,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,39.11,39.11,49.1,25.7,39.11,49.1,49.1,49.1,49.1
2017-03-07T17:00:00Z,2017-03-07T18:00:00+0100,60,,56.14,56.14,53.07,,57.92,57.92,57.92,57.92,57.92,57.92,57.92,57.92,57.92,57.92,57.92,57.92,57.92,57.92,57.92,57.92,57.92,55.68,55.68,56.14,25.73,55.68,56.14,56.14,56.14,56.14
2017-03-07T18:00:00Z,2017-03-07T19:00:00+0100,61,,47.75,47.75,77,,59.69,61.05,61.05,59.69,59.69,61.05,61.05,61.05,61.05,61.05,59.69,59.69,61.05,61.05,61.05,59.69,59.69,47.75,47.75,47.75,25.73,47.75,47.75,47.75,47.75,47.75
2017-03-07T19:00:00Z,2017-03-07T20:00:00+0100,54,,40.87,40.87,51.79,,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,39.19,39.19,39.19,25.71,39.19,39.19,39.19,39.19,40.87
2017-03-07T20:00:00Z,2017-03-07T21:00:00+0100,45,,37.08,37.08,41.97,,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,37.08,37.08,37.08,25.69,37.08,37.08,37.08,37.08,37.08
2017-03-07T21:00:00Z,2017-03-07T22:00:00+0100,42,,34.97,34.97,40.37,,46.84,46.84,46.84,46.84,46.84,46.84,46.84,46.84,46.84,46.84,46.84,46.84,46.84,46.84,46.84,46.84,46.84,34.97,34.97,34.97,24.27,34.97,34.97,34.97,34.97,34.97
2017-03-07T22:00:00Z,2017-03-07T23:00:00+0100,37,,32.84,32.84,35.9,,42.52,42.52,42.52,42.52,42.52,42.52,42.52,42.52,42.52,42.52,42.52,42.52,42.52,42.52,42.52,42.52,42.52,32.84,32.84,32.84,24.21,32.84,32.84,32.84,32.84,32.84
2017-03-07T23:00:00Z,2017-03-08T00:00:00+0100,35,,32.51,32.51,42.86,,39.12,39.12,39.12,39.12,39.12,39.12,39.12,39.12,39.12,39.12,39.12,39.12,39.12,39.12,39.12,39.12,39.12,32.51,32.51,32.51,24.21,32.51,32.51,32.51,32.51,32.51
2017-03-08T00:00:00Z,2017-03-08T01:00:00+0100,33,,31.98,31.98,42.48,,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,31.98,31.98,31.98,24.18,31.98,31.98,31.98,31.98,31.98
2017-03-08T01:00:00Z,2017-03-08T02:00:00+0100,32,,31.55,31.55,38.51,,34.18,34.18,34.18,34.18,34.18,34.18,34.18,34.18,34.18,34.18,34.18,34.18,34.18,34.18,34.18,34.18,34.18,31.55,31.55,31.55,24.16,31.55,31.55,31.55,31.55,31.55
2017-03-08T02:00:00Z,2017-03-08T03:00:00+0100,31,,31.38,31.38,32.89,,31.38,31.38,31.38,31.38,31.38,31.38,31.38,31.38,31.38,31.38,31.38,31.38,31.38,31.38,31.38,31.38,31.38,31.38,31.38,31.38,24.16,31.38,31.38,31.38,31.38,31.38
2017-03-08T03:00:00Z,2017-03-08T04:00:00+0100,32,,31.2,31.2,27.89,,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,24.17,31.2,31.2,31.2,31.2,31.2
2017-03-08T04:00:00Z,2017-03-08T05:00:00+0100,33,,32.06,32.06,28.66,,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,32.06,32.06,32.06,24.19,32.06,32.06,32.06,32.06,32.06
2017-03-08T05:00:00Z,2017-03-08T06:00:00+0100,39,,35,35,36.43,,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,35,35,35,25.42,35,35,35,35,35
2017-03-08T06:00:00Z,2017-03-08T07:00:00+0100,47,,41.57,41.57,44.4,,46.79,50.02,50.02,46.79,46.79,50.02,50.02,50.02,50.02,50.02,46.79,46.79,50.02,50.02,50.02,46.79,46.79,41.57,41.57,41.57,25.46,41.57,41.57,41.57,41.57,41.57
2017-03-08T07:00:00Z,2017-03-08T08:00:00+0100,49,,44.53,44.53,44.5,,44.83,52.21,52.21,44.83,44.83,52.21,52.21,52.21,52.21,52.21,44.83,44.83,52.21,52.21,52.21,44.83,44.83,44.53,38.5,44.53,25.53,38.5,44.53,44.53,44.53,44.53
2017-03-08T08:00:00Z,2017-03-08T09:00:00+0100,46,,40.33,40.33,44.92,,40.45,46.44,46.44,40.45,40.45,50.6,50.6,50.6,50.6,50.6,40.45,40.45,46.44,46.44,46.44,40.45,40.45,37.18,37.18,40.33,25.48,37.18,40.33,40.33,40.33,40.33
2017-03-08T09:00:00Z,2017-03-08T10:00:00+0100,40,,36.15,36.15,49,,32,36.99,36.99,32,32,51.52,51.52,51.52,51.52,51.52,32,32,36.99,36.99,36.99,32,32,35.98,35.98,36.15,25.47,35.98,36.15,36.15,36.15,36.15
2017-03-08T10:00:00Z,2017-03-08T11:00:00+0100,38,,34.18,34.18,43.51,,25.28,46.44,30.69,25.28,25.28,49.02,49.02,49.02,49.02,49.02,25.28,25.28,30.69,46.44,30.69,25.28,25.28,34.18,34.18,34.18,25.46,34.18,34.18,34.18,34.18,34.18
2017-03-08T11:00:00Z,2017-03-08T12:00:00+0100,34,,33.34,33.34,40,,25,45.06,29.99,25,25,45.06,45.06,45.06,45.06,45.06,25,25,29.99,45.06,29.99,25,25,33.34,33.34,33.34,25.44,33.34,33.34,33.34,33.34,33.34
2017-03-08T12:00:00Z,2017-03-08T13:00:00+0100,32,,32.84,32.84,39.17,,25,36.99,27,25,25,44.13,44.13,44.13,44.13,44.13,25,25,27,27,27,25,25,32.84,32.84,32.84,25.44,32.84,32.84,32.84,32.84,32.84
2017-03-08T13:00:00Z,2017-03-08T14:00:00+0100,32,,32.8,32.8,37.98,,29.47,37.95,29.99,29.47,29.47,46.5,46.5,46.5,46.5,46.5,29.47,29.47,29.99,29.99,29.99,29.47,29.47,32.8,32.8,32.8,25.44,32.8,32.8,32.8,32.8,32.8
2017-03-08T14:00:00Z,2017-03-08T15:00:00+0100,33,,32.62,32.62,36.92,,31.72,46.44,43.24,31.72,31.72,49,49,49,49,49,31.72,31.72,43.24,43.24,43.24,31.72,31.72,32.62,32.62,32.62,25.44,32.62,32.62,32.62,32.62,32.62
2017-03-08T15:00:00Z,2017-03-08T16:00:00+0100,32,,32.54,32.54,40,,41.65,46.44,46.44,41.65,41.65,51.53,51.53,51.53,51.53,51.53,41.65,41.65,46.44,46.44,46.44,41.65,41.65,32.54,32.54,32.54,25.43,32.54,32.54,32.54,32.54,32.54
2017-03-08T16:00:00Z,2017-03-08T17:00:00+0100,36,,32.94,32.94,53.94,,50,51.64,51.64,50,50,51.64,51.64,51.64,51.64,51.64,50,50,51.64,51.64,51.64,50,50,32.94,32.94,32.94,25.43,32.94,32.94,32.94,32.94,32.94
2017-03-08T17:00:00Z,2017-03-08T18:00:00+0100,39,,33.72,33.72,50,,54,58.35,58.35,54,54,58.35,58.35,58.35,58.35,58.35,54,54,58.35,58.35,58.35,54,54,33.72,33.72,33.72,25.44,33.72,33.72,33.72,33.72,33.72
2017-03-08T18:00:00Z,2017-03-08T19:00:00+0100,41,,33.24,33.24,100,,55,58.49,58.49,55,55,58.49,58.49,58.49,58.49,58.49,64,55,58.49,58.49,58.49,64,55,33.24,33.24,33.24,25.43,33.24,33.24,33.24,33.24,33.24
2017-03-08T19:00:00Z,2017-03-08T20:00:00+0100,37,,32.67,32.67,59,,54,54.86,54.86,54,54,54.86,54.86,54.86,54.86,54.86,64,54,54.86,54.86,54.86,64,54,32.67,32.67,32.67,25.42,32.67,32.67,32.67,32.67,32.67
2017-03-08T20:00:00Z,2017-03-08T21:00:00+0100,33,,31.85,31.85,41.6,,50.08,50.08,50.08,50.08,50.08,50.08,50.08,50.08,50.08,50.08,50.08,50.08,50.08,50.08,50.08,50.08,50.08,31.85,31.85,31.85,25.44,31.85,31.85,31.85,31.85,31.85
2017-03-08T21:00:00Z,2017-03-08T22:00:00+0100,29,,31.37,31.37,44.08,,46.44,46.44,46.44,46.44,46.44,46.44,46.44,46.44,46.44,46.44,46.44,46.44,46.44,46.44,46.44,46.44,46.44,31.37,31.37,31.37,24.24,31.37,31.37,31.37,31.37,31.37
2017-03-08T22:00:00Z,2017-03-08T23:00:00+0100,26,,28.97,28.97,36.57,,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,30.83,30.83,30.83,24.19,30.83,28.97,28.97,28.97,28.97
2017-03-08T23:00:00Z,2017-03-09T00:00:00+0100,29,,30.16,29.92,38.42,,37,40.24,40.24,37,37,40.24,40.24,40.24,40.24,40.24,37,37,40.24,40.24,40.24,37,37,30.2,30.2,29.92,23.89,30.2,29.92,29.92,29.92,29.92
2017-03-09T00:00:00Z,2017-03-09T01:00:00+0100,28,,30.05,29.82,39.92,,36.46,36.46,36.46,36.46,36.46,36.46,36.46,36.46,36.46,36.46,36.46,36.46,36.46,36.46,36.46,36.46,36.46,30.05,30.05,29.82,23.85,30.05,29.82,29.82,29.82,29.82
2017-03-09T01:00:00Z,2017-03-09T02:00:00+0100,28,,29.78,29.06,38.24,,30.37,30.37,30.37,30.37,30.37,30.37,30.37,30.37,30.37,30.37,30.37,30.37,30.37,30.37,30.37,30.37,30.37,30,30,29.17,23.85,30,29.06,29.06,29.06,29.06
2017-03-09T02:00:00Z,2017-03-09T03:00:00+0100,28,,29.3,29.3,36.58,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,29.9,29.9,29.3,23.85,29.9,29.3,29.3,29.3,29.3
2017-03-09T03:00:00Z,2017-03-09T04:00:00+0100,30,,29.28,29.28,35.48,,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.04,30.04,29.28,23.87,30.04,29.28,29.28,29.28,29.28
2017-03-09T04:00:00Z,2017-03-09T05:00:00+0100,32,,31.12,31.12,32.87,,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72,31.12,31.12,31.12,23.9,31.12,31.12,31.12,31.12,31.12
2017-03-09T05:00:00Z,2017-03-09T06:00:00+0100,39,,32.98,32.98,36.97,,41.48,46.85,41.48,41.48,41.48,48.61,48.61,48.61,48.61,48.61,41.48,41.48,41.48,46.85,41.48,41.48,41.48,32.75,32.75,32.98,24.96,32.75,32.98,32.98,32.98,32.98
2017-03-09T06:00:00Z,2017-03-09T07:00:00+0100,48,,34.21,34.21,43.57,,46.79,46.79,46.79,46.79,46.79,48.67,48.67,48.67,48.67,48.67,46.79,46.79,46.79,46.79,46.79,46.79,46.79,33.69,33.69,34.21,25.08,33.69,34.21,34.21,34.21,34.21
2017-03-09T07:00:00Z,2017-03-09T08:00:00+0100,50,,35.96,35.96,44.46,,37.69,50.02,50.02,37.69,37.69,50.02,50.02,50.02,50.02,50.02,37.69,37.69,50.02,50.02,50.02,37.69,37.69,35.96,35.96,35.96,25.26,35.96,35.96,35.96,35.96,35.96
2017-03-09T08:00:00Z,2017-03-09T09:00:00+0100,48,,34.58,34.58,43.57,,34.8,46.85,46.85,34.8,34.8,49.02,49.02,49.02,49.02,49.02,34.8,34.8,46.85,46.85,46.85,34.8,34.8,34.58,34.58,34.58,25.26,34.58,34.58,34.58,34.58,34.58
2017-03-09T09:00:00Z,2017-03-09T10:00:00+0100,45,,34.22,34.22,43.22,,24.91,43.4,43.4,24.91,24.91,48.62,48.62,48.62,48.62,48.62,24.91,24.91,43.4,43.4,43.4,24.91,24.91,34.22,34.22,34.22,25.29,34.22,34.22,34.22,34.22,34.22
2017-03-09T10:00:00Z,2017-03-09T11:00:00+0100,44,,33.56,33.56,41.92,,22.06,47.16,35.01,22.06,22.06,47.16,47.16,47.16,47.16,47.16,22.06,22.06,35.01,47.16,35.01,22.06,22.06,33.56,33.56,33.56,25.25,33.56,33.56,33.56,33.56,33.56
2017-03-09T11:00:00Z,2017-03-09T12:00:00+0100,40,,33.19,33.19,39.11,,21.69,44,29.99,21.69,21.69,44,44,44,44,44,21.69,21.69,29.99,44,29.99,21.69,21.69,33.19,33.19,33.19,25.21,33.19,33.19,33.19,33.19,33.19
2017-03-09T12:00:00Z,2017-03-09T13:00:00+0100,38,,32.91,32.91,37.35,,22.5,42.02,29.99,22.5,22.5,42.02,42.02,42.02,42.02,42.02,22.5,22.5,29.99,42.02,29.99,22.5,22.5,32.91,32.91,32.91,25.2,32.91,32.91,32.91,32.91,32.91
2017-03-09T13:00:00Z,2017-03-09T14:00:00+0100,37,,32.69,32.69,36.5,,24.9,29.99,29.99,24.9,24.9,45.68,45.68,45.68,45.68,45.68,24.9,24.9,29.99,29.99,29.99,24.9,24.9,32.69,32.69,32.69,25.06,32.69,32.69,32.69,32.69,32.69
2017-03-09T14:00:00Z,2017-03-09T15:00:00+0100,38,,32.69,32.69,36.57,,26.69,44,44,26.69,26.69,46.55,46.55,46.55,46.55,46.55,26.69,26.69,44,44,44,26.69,26.69,32.69,32.69,32.69,25.05,32.69,32.69,32.69,32.69,32.69
2017-03-09T15:00:00Z,2017-03-09T16:00:00+0100,37,,32.76,32.76,37.52,,44.69,44.69,44.69,44.69,44.69,50,50,50,50,50,44.69,44.69,44.69,44.69,44.69,44.69,44.69,32.76,32.76,32.76,25.04,32.76,32.76,32.76,32.76,32.76
2017-03-09T16:00:00Z,2017-03-09T17:00:00+0100,40,,33.3,33.3,38.02,,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,33.3,33.3,33.3,25.06,33.3,33.3,33.3,33.3,33.3
2017-03-09T17:00:00Z,2017-03-09T18:00:00+0100,44,,33.86,43.75,50.1,,55,55,55,55,55,55,55,55,55,55,72.85,55,55,55,55,72.85,55,33.86,33.86,33.86,25.08,33.86,33.86,33.86,33.86,43.75
2017-03-09T18:00:00Z,2017-03-09T19:00:00+0100,44,,32.86,32.86,124.15,,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,91.53,55.63,55.63,55.63,55.63,91.53,55.63,32.86,32.86,32.86,25.08,32.86,32.86,32.86,32.86,32.86
